Label	Events	ID	Date
26	"The first edition of Private Eye, the British satirical magazine, is published."	7151	1961 October 25
35	Cemal G??_?_rsel becomes the fourth president of Turkey. (His former title is head of state and government; he is elected as president by constitutional referendum.)	7152	1961 October 26
18	"An armistice begins in Katanga, Congo."	7153	1961 October 27
31	Mongolia and Mauritania join the United Nations.	7154	1961 October 27
18	"Confrontation at Checkpoint Charlie: A standoff between Soviet and American tanks in Berlin, Germany heightens Cold War tensions."	7155	1961 October 27
35	Fahrettin ??_??zdilek becomes the acting prime minister of Turkey.	7156	1961 October 27
26	"DZBB-TV Channel 7, the Philippines' third TV station, is launched."	7157	1961 October 29
27	"Devrim, the first ever car designed and produced in Turkey, is released. The project has been completed in only 130 days almost from scratch, a period including decision on the project, research, design, development and production of four vehicles."	7158	1961 October 29
14	Nuclear weapons testing: The Soviet Union detonates a 58-megaton yield hydrogen bomb known as Tsar Bomba over Novaya Zemlya. It remains the largest ever man-made explosion.	7159	1961 October 30
11	The Note Crisis: The Soviet Union issues a diplomatic note to Finland proposing military co-operation.	7160	1961 October 30
4	"Hurricane Hattie devastates Belize City, Belize killing over 270. After the hurricane, the capital moves to the inland city of Belmopan."	7161	1961 October 31
23	Joseph Stalin's body is removed from the Lenin Mausoleum.	7162	1961 October 31
2	"The Hungry generation Movement is launched in Calcutta, India."	7163	1961 November 1
17	The Interstate Commerce Commission's federal order banning segregation at all interstate public facilities officially comes into effect.	7164	1961 November 1
40	"The Madame Alexander Doll Club is founded by Margaret Doris Winson of Sweet Springs, MO."	7165	1961 November 1
26	Kean opens at Broadway Theater in New York City for 92 performances.	7166	1961 November 2
43	The United Nations General Assembly unanimously elects U Thant to the position of acting Secretary-General.	7167	1961 November 3
41	The U.S. government issues a stamp honoring the 100th birthday of James Naismith.	7168	1961 November 6
20	"Imperial Airlines Flight 201/8 crashes while attempting to land at Richmond, Virginia, killing 77 persons on board."	7169	1961 November 8
26	"KVN, Russia's longest running TV show, airs for the first time on Soviet television."	7170	1961 November 8
26	"Neil Armstrong records a world record speed in a rocket plane of 6,587 km/h flying a X-15."	7171	1961 November 9
26	Catch-22 by Joseph Heller is first published.	7172	1961 November 10
41	Congolese soldiers murder 13 Italian United Nations pilots.	7173	1961 November 11
34	Stalingrad is renamed Volgograd.	7174	1961 November 11
23	"Michael Rockefeller, son of New York Governor and later Vice President Nelson Rockefeller, disappears in the jungles of New Guinea."	7175	1961 November 17
18	"U.S. President John F. Kennedy sends 18,000 military advisors to South Vietnam."	7176	1961 November 18
23	"The funeral of longtime House Speaker Sam Rayburn is held in Washington, D.C. Two former Presidents (Truman, Eisenhower) and one future one (Lyndon B. Johnson) join President Kennedy in paying their respects."	7177	1961 November 20
42	"????_smet ????_n??_䚉n??_?_ of CHP forms the new government of Turkey (26th government, first coalition in Turkey, partner AP)"	7178	1961 November 20
26	"The ""La Ronde"" opens in Honolulu, the first revolving restaurant in the United States"	7179	1961 November 21
22	The World Food Programme (WFP) is formed as a temporary United Nations program.	7180	1961 November 24
34	Netherlands New Guinea raises the new Morning Star flag and changes its name to West Papua.	7181	1961 December 1
35	"Cold War: In a nationally broadcast speech, Cuban leader Fidel Castro announces he is a Marxist??_????Leninist, and that Cuba will adopt socialism."	7182	1961 December 2
23	U.S. President John F. Kennedy gives support to the Volta Dam project in Ghana.	7183	1961 December 5
35	"Tanganyika gains independence as a Commonwealth realm, with Julius Nyerere as its first Prime Minister, with Queen Elizabeth II as Queen of Tanganyika, and represented locally by the Governor-General of Tanganyika."	7184	1961 December 9
43	"Australian federal election, 1961: Robert Menzies' Liberal/Country Coalition Government is re-elected with a one-seat majority, narrowly defeating the Labor Party led by Arthur Calwell. One of the closest election results in Australian history, such a result would not be replicated again until 2016. Notably, former Prime Minister Earle Page lost his seat, although he died a few days later never knowing the result."	7185	1961 December 9
11	The Soviet Union severs diplomatic relations with Albania.	7186	1961 December 10
1	"The American involvement in the Vietnam War officially begins, as the first American helicopters arrive in Saigon along with 400 U.S. personnel."	7187	1961 December 11
35	"Adolf Eichmann is pronounced guilty of crimes against humanity by a panel of three Israeli judges, and sentenced to death."	7188	1961 December 11
26	"Walt Disney's first live-action Technicolor musical, Babes in Toyland, a remake of the famous Victor Herbert operetta, is released, but flops at the box office."	7189	1961 December 14
35	An Israeli war crimes tribunal sentences Adolf Eichmann to death for his part in The Holocaust.	7190	1961 December 15
5	"A circus tent fire in Niter??_䊫i, Brazil kills 323."	7191	1961 December 17
1	"India opens hostilities in its annexation of Portuguese India, the colonies of Goa, Damao and Diu."	7192	1961 December 18
31	The Portuguese surrender Goa to India after 400 years of Portuguese rule.	7193	1961 December 19
35	Indonesian president Sukarno announces that he will take West Irian by force if necessary.	7194	1961 December 19
35	"In Congo, Katangan prime minister Moise Tshombe recognizes the Congolese constitution."	7195	1961 December 21
17	"Luxembourg's national holiday, the Grand Duke's Official Birthday, is set on June 23 by Grand Ducal decree."	7196	1961 December 23
35	Congolese troops capture Albert Kalonji of South Kasai (who soon escapes).	7197	1961 December 30
31	Western Samoa became one with New Zealand.	7198	1962 January 1
18	"The United States Navy SEALs, elite special forces, are activated. SEAL Team One is commissioned in the Pacific Fleet and SEAL Team Two in the Atlantic Fleet."	7199	1962 January 1
26	The Beatles audition for Decca Records but are rejected.	7200	1962 January 1
27	"NBC introduces the ""Laramie peacock"" before a midnight showing of the series Laramie in the United States."	7201	1962 January 1
23	"NAACP Executive Secretary Roy Wilkins praises U.S. President John F. Kennedy's ""personal role"" in advancing civil rights."	7202	1962 January 2
35	Pope John XXIII excommunicates Fidel Castro.	7203	1962 January 3
34	New York City introduces a subway train that operates without a crew on board.	7204	1962 January 4
20	Harmelen train disaster: 93 die in the worst Dutch rail disaster.	7205	1962 January 8
16	Cuba and the Soviet Union sign a trade pact.	7206	1962 January 9
7	"An avalanche on Nevado Huascar??_??n in Peru causes 4,000 deaths."	7207	1962 January 10
18	The Indonesian Army confirms that it has begun operations in West Irian.	7208	1962 January 12
11	Albania allies itself with the People's Republic of China.	7209	1962 January 13
32	Portugal abandons the U.N. General Assembly due to the debate over Angola.	7210	1962 January 15
42	A military coup occurs in the Dominican Republic.	7211	1962 January 16
42	A counter-coup occurs in the Dominican Republic; the old government returns except for the new president Rafael Filiberto Bonnelly.	7212	1962 January 19
32	The Organization of American States suspends Cuba's membership. The suspension is lifted in 2009.	7213	1962 January 22
18	The East German government readopts conscription.	7214	1962 January 24
1	The Organisation arm??_??e secr??_??te (OAS) bombs the French Foreign Ministry.	7215	1962 January 24
41	"Ranger 3 is launched to study the Moon; it later misses the Moon by 22,000 miles."	7216	1962 January 26
34	"The Soviet government changed all place names honoring Molotov, Kaganovich and Georgy Malenkov."	7217	1962 January 27
26	"Two of the high-wire ""Flying Wallendas"" are killed, when their famous seven-person pyramid collapses during a performance in Detroit."	7218	1962 January 30
16	The United States embargo against Cuba is announced.	7219	1962 February 3
27	The Sunday Times in the United Kingdom became the first paper to print a colour supplement.	7220	1962 February 4
41	"During a new moon and solar eclipse, an extremely rare grand conjunction of the classical planets occurs (it includes all five of the naked-eye planets plus the Sun and Moon), all of them within 16????_ of one another on the ecliptic."	7221	1962 February 4??_????February 5
35	French President Charles de Gaulle calls for Algeria to be granted independence.	7222	1962 February 5
29	Negotiations between U.S. Steel and the United States Department of Commerce begin.	7223	1962 February 6
16	"The United States embargo against Cuba comes into effect, prohibiting all U.S.-related Cuban imports and exports."	7224	1962 February 7
20	"Luisenthal Mine Disaster: A coal mine explosion in Saarland, West Germany kills 299."	7225	1962 February 7
29	The Taiwan Stock Exchange Corporation opens.	7226	1962 February 9
23	Captured American spy pilot Francis Gary Powers is exchanged for captured Soviet spy Rudolf Abel in Berlin.	7227	1962 February 10
26	"The inaugural 24 Hours of Daytona sports car endurance race is run as a 3-hour event at Daytona Beach, Florida."	7228	1962 February 11
41	Six members of the Committee of 100 of the Campaign for Nuclear Disarmament in the U.K. are found guilty of a breach of the Official Secrets Act.	7229	1962 February 12
23	First Lady Jacqueline Kennedy takes television viewers on a tour of the White House.	7230	1962 February 14
35	Urho Kekkonen is re-elected president of Finland.	7231	1962 February 15
4	"Heavy storms flood Germany's North Sea coast, mainly around Hamburg; more than 300 people die and thousands lose their homes."	7232	1962 February 16
26	"Project Mercury: While aboard Friendship 7, John Glenn became the first American to orbit the Earth, three times in 4 hours, 55 minutes."	7233	1962 February 20
20	"American Airlines Flight 1 (a Boeing 707) crashes on takeoff at New York International Airport, after a rudder malfunction causes an uncontrolled roll, resulting in the loss of control of the aircraft, with the loss of all 95 on board."	7234	1962 March 1
27	"The S. S. Kresge Company opens its first Kmart discount store in Garden City, Michigan."	7235	1962 March 1
42	A military coup in Burma brings General Ne Win to power.	7236	1962 March 2
26	Wilt Chamberlain's 100-point game: Wilt Chamberlain scored 100 points in a single National Basketball Association basketball game.	7237	1962 March 2
4	Ash Wednesday Storm: A snow storm batters the Mid-Atlantic.	7238	1962 March 7
22	"In Geneva, France and the Algerian FLN begin negotiations."	7239	1962 March 8??_????12
35	Katangan Prime Minister Moise Tshombe begins negotiations to rejoin the Congo.	7240	1962 March 15
20	"Flying Tiger Line Flight 739, a Lockheed L-1049H Super Constellation chartered by the United States Military Air Transport Service and carrying mainly United States Army personnel bound for South Vietnam, vanishes over the western Pacific Ocean with the loss of all 107 on board. No wreckage or bodies are ever found."	7241	1962 March 16
22	??_??vian Accords: France and Algeria sign an agreement in ??_??vian-les-Bains ending the Algerian War.	7242	1962 March 18
26	"Un premier amour, sung by Isabelle Aubret (music by Claude-Henri Vic, lyrics by Roland Stephane Valade), wins the Eurovision Song Contest 1962 for France."	7243	1962 March 18
3	"An armistice begins in Algeria; however, the OAS continues its terrorist attacks against Algerians."	7244	1962 March 19
26	Bob Dylan's debut album is released in the United States.	7245	1962 March 19
29	"Taco Bell fast food restaurant chain is founded by Glen Bell in Downey, California."	7246	1962 March 21
22	The Scandinavian States of the Nordic Council sign the Helsinki Convention on Nordic Co-operation.	7247	1962 March 23
35	OAS leader Edmond Jouhaud is arrested in Oran.	7248	1962 March 24
18	France shortens the term for military service from 26 months to 18.	7249	1962 March 26
17	Baker v. Carr: The U.S. Supreme Court rules that federal courts can order state legislatures to reapportion seats.	7250	1962 March 26
35	Jawaharlal Nehru is elected de facto Prime Minister of India.	7251	1962 April 3
41	James Hanratty is hanged in Bedford Gaol (England) for the A6 murder; many believe he was innocent.	7252	1962 April 4
11	Belgium reestablishes diplomatic relations with the Congo.	7253	1962 April 6
26	"New York Philharmonic concert of April 6, 1962: Leonard Bernstein causes controversy with his remarks before a concert featuring Glenn Gould with the New York Philharmonic, when he (Bernstein) announces that although he disagrees with Gould's style of playing Brahms' Piano Concerto No. 1, he finds Gould's ideas fascinating and will conduct the piece anyway. Bernstein's action receives a withering review from The New York Times music critic Harold C. Schonberg."	7254	1962 April 6
35	"Milovan ????ilas, author and former vice-president of Yugoslavia is re-arrested."	7255	1962 April 7
21	"In France, the ??_??vian Accords are adopted in a referendum with a majority of 90%."	7256	1962 April 8
37	The 34th Academy Awards ceremony is held; West Side Story wins Best Picture.	7257	1962 April 9
25	"In Los Angeles, the first MLB baseball game is played at Dodger Stadium."	7258	1962 April 10
35	OAS leader Edmond Jouhaud is sentenced to death in France.	7259	1962 April 13
41	"A Cuban military tribunal convicts 1,179 Bay of Pigs attackers."	7260	1962 April 14
17	The Commonwealth Immigration Bill in the United Kingdom removes free immigration from the citizens of member states of the Commonwealth of Nations.	7261	1962 April 18
35	OAS leader Raoul Salan is arrested in Algiers.	7262	1962 April 20
37	The Century 21 Exposition World's Fair opens in Seattle.	7263	1962 April 21
23	Larry Allen Abshier defects to North Korea becoming the first of six (possibly seven) American defectors to the country.	7264	1962 May
25	"Norwich City F.C. wins the English Football League Cup, beating Rochdale in the final."	7265	1962 May 1
27	"Dayton Hudson Corporation opens the first of its Target discount stores in Roseville, Minnesota."	7266	1962 May 1
3	An OAS bomb explodes in Algeria ??_???? this and other attacks kill 110 and injure 147.	7267	1962 May 2
25	S.L. Benfica beats FC Barcelona 5-3 at the Olympic Stadium (Amsterdam) to win the 1961??_????62 European Cup in association football.	7268	1962 May 2
20	Mikawashima train crash: 160 die in a triple-train disaster near Tokyo.	7269	1962 May 3
41	Twelve East Germans escape via a tunnel under the Berlin Wall.	7270	1962 May 5
35	Antonio Segni is elected President of the Italian Republic.	7271	1962 May 6
14	"A test of a W47 warhead fired from a Polaris missile, the only time a nuclear missile has been test fired with its warhead detonated, occurs near Palmyra Atoll south of Hawaii."	7272	1962 May 6
26	Juan Carlos of Spain marries the Greek Princess Sophia in Athens.	7273	1962 May 14
41	Milovan ????ilas is given a further sentence in Yugoslavia for publishing Conversations with Stalin.	7274	1962 May 14
20	"Continental Airlines Flight 11 crashes near Unionville, Missouri, after the in-flight detonation of a bomb near the rear lavatory. All 45 passengers and crew aboard are killed."	7275	1962 May 22
34	Drilling for the new Montreal subway commences.	7276	1962 May 23
35	"Raoul Salan, founder of the French terrorist Organisation arm??_??e secr??_??te, is sentenced to life imprisonment in France."	7277	1962 May 23
41	Project Mercury: Scott Carpenter orbits the Earth 3 times in the Aurora 7 space capsule.	7278	1962 May 24
34	The new Coventry Cathedral is consecrated in England.	7279	1962 May 25
26	"Acker Bilk's ""Stranger on the Shore"" becomes the first British recording to reach number one in the US Billboard Hot 100."	7280	1962 May 26
5	The Centralia mine fire is ignited in Pennsylvania.	7281	1962 May 27
22	Negotiations between the OAS and the FLA lead to a real armistice in Algeria.	7282	1962 May 29
25	The beginning of the 1962 FIFA World Cup in Chile.	7283	1962 May 30
20	"Air France Flight 007 (a Boeing 707) crashes on take-off at Orly Airport in Paris; 130 of 132 people on board are killed, 2 flight attendants survive. Most victims are cultural and civic leaders of Atlanta."	7284	1962 June 3
23	"President John F. Kennedy gives the commencement address at the United States Military Academy at West Point, New York."	7285	1962 June 6
23	President John F. Kennedy gives the commencement address at Yale University.	7286	1962 June 11
41	"Frank Morris, John Anglin and Clarence Anglin escape from the Alcatraz Island prison; the men are never heard from again."	7287	1962 June 11
41	Students for a Democratic Society in the United States complete the Port Huron Statement.	7288	1962 June 15
22	"The OAS signs a truce with the FLN in Algeria, but a day later announces that it will continue the fight on behalf of French Algerians."	7289	1962 June 17
25	Brazil beats Czechoslovakia 3??_????1 to win the 1962 FIFA World Cup.	7290	1962 June 17
20	"Air France Flight 117 (a Boeing 707 jet) crashes into terrain during bad weather in Guadeloupe, West Indies, killing all 113 on board, the airline's second fatal accident in just 3 weeks, and the third fatal 707 crash of the year."	7291	1962 June 22
17	Engel v. Vitale: The United States Supreme Court rules that mandatory prayers in public schools are unconstitutional.	7292	1962 June 25
17	"MANual Enterprises v. Day: The United States Supreme Court rules that photographs of nude men are not obscene, decriminalizing nude male pornographic magazines."	7293	1962 June 25
42	"????_smet ????_n??_䚉n??_?_ of CHP forms the new government of Turkey (27th government, coalition partners; YTP and CKMP)"	7294	1962 June 25
2	A 2-day steel strike begins in Italy in support of increased wages and a five-day working week.	7295	1962 June 26
26	"The United Lutheran Church in America, Finnish Evangelical Lutheran Church of America, American Evangelical Lutheran Church and Augustana Evangelical Lutheran Church merge to form the Lutheran Church in America."	7296	1962 June 28
18	The last soldiers of the French Foreign Legion leave Algeria.	7297	1962 June 30
31	Rwanda and Burundi gain independence.	7298	1962 July 1
21	"Algerian independence referendum, 1962: Supporters of Algerian independence win 99% majority in a referendum."	7299	1962 July 1
41	A heavy smog develops over London.	7300	1962 July 1
22	Helsinki Convention on Nordic Co-operation of March 23 comes into force in the Nordic countries.	7301	1962 July 1
35	Charles de Gaulle accepts Algerian independence; France recognizes it the next day.	7302	1962 July 2
29	"The first Walmart store, at this time known as Wal-Mart (which remains the corporate name), opens for business in Rogers, Arkansas."	7303	1962 July 2
31	Algeria becomes independent from France.	7304	1962 July 5
26	"Gay Byrne presents the first edition of The Late Late Show on RT??_?? in the Republic of Ireland. Byrne goes on to present the show for 37 years, the longest period through which any individual hosts a televised talk show anywhere in the world, and the show itself becomes the world's second longest-running talk show."	7305	1962 July 6
26	American artist Andy Warhol premieres his Campbell's Soup Cans exhibit in Los Angeles.	7306	1962 July 9
27	"AT&T's Telstar, the world's first commercial communications satellite, is launched into orbit and activated the next day."	7307	1962 July 10
26	"The Rolling Stones make their debut at London's Marquee Club, Number 165 Oxford Street, opening for Long John Baldry."	7308	1962 July 12
35	"In what the press dubs ""the Night of the Long Knives"", United Kingdom Prime Minister Harold Macmillan dismisses one-third of his Cabinet."	7309	1962 July 13
26	Norma Nolan of Argentina will crown Miss Universe 1962.	7310	1962 July 14
14	"Nuclear testing: The ""Small Boy"" test shot Little Feller I became the last atmospheric test detonation at the Nevada Test Site."	7311	1962 July 17
25	The first annual Swiss & Wielder Hoop and Stick Tournament is held.	7312	1962 July 19
11	France and Tunisia reestablish diplomatic relations.	7313	1962 July 20
41	Mariner program: The Mariner 1 spacecraft flies erratically several minutes after launch and has to be destroyed.	7314	1962 July 22
19	Telstar relayed the first live trans-Atlantic television signal.	7315	1962 July 23
29	"The first armed helicopter company of the United States Army is formed at Okinawa, Japan."	7316	1962 July 25
22	The International Agreement on the Neutrality of Laos is signed in Geneva.	7317	1962 July 25
35	Algeria proclaims independence; Ahmed Ben Bella is the first President.	7318	1962 July 31
2	A crowd assaults the rally of Sir Oswald Mosley's right-wing Union Movement in London.	7319	1962 July 31
26	"Death of Marilyn Monroe: Marilyn Monroe is found dead from an overdose of sleeping pills and chloral hydrate at her home in Brentwood, Los Angeles; officially ruled a ""probable suicide"" (the exact cause has been disputed)."	7320	1962 August 5
35	Nelson Mandela is arrested by the South African government near Howick and charged with incitement to rebellion	7321	1962 August 5
31	Jamaica becomes independent.	7322	1962 August 6
31	"The New York Agreement is signed, trading the West New Guinea colony to Indonesia."	7323	1962 August 15
31	Algeria joins the Arab League.	7324	1962 August 16
41	East German border guards kill 18-year-old Peter Fechter as he attempts to cross the Berlin Wall into West Berlin	7325	1962 August 17
35	A failed assassination attempt is made against French President Charles de Gaulle.	7326	1962 August 22
3	A group of armed Cuban exile terrorists fire at a hotel in Havana from a speedboat.	7327	1962 August 24
14	NASA launches the Mariner 2 space probe.	7328	1962 August 27
21	A referendum in Singapore supports the Malayan Federation.	7329	1962 September 1
4	"Typhoon Wanda strikes Hong Kong, killing at least 130 and injuring more than 600."	7330	1962 September 1
18	The Soviet Union agrees to send arms to Cuba.	7331	1962 September 2
21	"Newly independent Algeria, by referendum, adopts a constitution."	7332	1962 September 8
23	"President John F. Kennedy, at a speech at Rice University, reaffirms that the U.S. will put a man on the moon by the end of the decade."	7333	1962 September 12
40	"Atlantic College opens its doors for the first time in Wales, marking the birth of the pioneering United World College educational movement."	7334	1962 September 19
1	A border conflict between China and India erupts into fighting.	7335	1962 September 21
26	"21-year-old Bob Dylan premieres one of his most preeminent songs, ""A Hard Rain's a-Gonna Fall"", in the U.S."	7336	1962 September 22
26	The animated sitcom The Jetsons premieres on ABC in the U.S.	7337	1962 September 23
26	Sonny Liston knocks out Floyd Patterson two minutes into the first round of his fight for the boxing world title in Chicago.	7338	1962 September 25
1	North Yemen Civil War erupts.	7339	1962 September 26
6	"A flash flood in Barcelona, Spain, kills more than 440 people."	7340	1962 September 27
14	"The Canadian Alouette 1, the first satellite built outside the United States and the Soviet Union, is launched from Vandenberg Air Force Base in California."	7341	1962 September 29
26	"The first black student, James Meredith, registers at the University of Mississippi, escorted by Federal Marshals."	7342	1962 October 1
26	"Johnny Carson takes over as permanent host of NBC's The Tonight Show in the U.S., a post he will hold for 30 years."	7343	1962 October 1
26	"Lucille Ball and Vivian Vance returned to TV with The Lucy Show, two years after the end of I Love Lucy. (Vance was the first person to portray a divorc??_??e on a weekly series.)"	7344	1962 October 1
41	Project Mercury: Mercury-Atlas 8 ??_???? Walter Schirra orbits the Earth six times in the Sigma 7 space capsule.	7345	1962 October 3
35	"The French National Assembly censures the proposed referendum to sanction presidential elections by popular mandate; Prime Minister Georges Pompidou resigns, but President de Gaulle asks him to stay in office."	7346	1962 October 5
26	"The Beatles' first single in their own right, ""Love Me Do""/""P.S. I Love You"", is released in the U.K. on EMI's Parlophone label. This version was recorded on September 4 at Abbey Road Studios in London with Ringo Starr as drummer."	7347	1962 October 5
26	"Dr. No, the first James Bond film, premieres at the London Pavilion, featuring Sean Connery as the hero."	7348	1962 October 5
26	The German magazine Der Spiegel publishes an article about the Bundeswehr's poor preparedness; the Spiegel scandal erupts.	7349	1962 October 8
31	Algeria is accepted into the United Nations.	7350	1962 October 8
31	Uganda becomes independent within the Commonwealth of Nations.	7351	1962 October 9
33	Second Vatican Council: Pope John XXIII convenes the first ecumenical council of the Roman Catholic Church in 92 years.	7352	1962 October 11
4	"The infamous Columbus Day Storm strikes the U.S. Pacific Northwest with wind gusts up to 170 mph (270 km/h); 46 are killed, 11 billion board feet (26 million m??䊫) of timber is blown down, with $230 million U.S. in damages."	7353	1962 October 12
26	"Jazz bassist/composer Charles Mingus invites the public to a live recording session at The Town Hall (New York City), but the public is expecting a formal concert. Along with technical problems the event is the worst moment of his career."	7354	1962 October 12
26	Broadway debut of Edward Albee's drama Who's Afraid of Virginia Woolf?.	7355	1962 October 13
1	"The beginning of the Cuban Missile Crisis: A U-2 flight over Cuba in the Caribbean photographs Soviet nuclear weapons being installed. A stand-off then ensues for another 12 days after President Kennedy is told of the pictures, between the United States and the Soviet Union, threatening the world with nuclear war."	7356	1962 October 14
1	"The beginning of Sino-Indian War, a border dispute involving two of the world's largest nations (India and the People's Republic of China)."	7357	1962 October 20
35	"Cuban Missile Crisis: In a televised address, U.S. President John F. Kennedy announces to the nation the existence of Soviet missiles in Cuba."	7358	1962 October 22
1	Cuban Missile Crisis: First confrontation between the U.S. Navy and a Soviet cargo vessel. The vessel changes course.	7359	1962 October 24
23	Spiegel scandal: German police occupy Der Spiegel offices in Hamburg.	7360	1962 October 26
11	"The end of the Cuban Missile Crisis: Soviet Union leader Nikita Khrushchev announces that he has ordered the removal of Soviet missile bases in Cuba. In a secret deal between Kennedy and Khrushchev, Kennedy agrees to the withdrawal of U.S. missiles from Turkey. The fact that this deal was not made public makes it look as though the Soviets have backed down."	7361	1962 October 28
43	A referendum in France favors the election of the president by universal suffrage.	7362	1962 October 28
26	"Aleksandr Solzhenitsyn's novella One Day in the Life of Ivan Denisovich (Russian: ?????????????䚏????????? ???????????????????? ????_?????_?????_??????????????_ ??????????????????䚏?????????????_?????_???䚏??????????_, Odin den' Ivana Denisovicha), the author's semi-autobiographical account of life in the gulag, is published in Novy Mir in an unprecedented acknowledgement of the Soviet Union's Stalinist past."	7363	1962 November
18	The Soviets begin dismantling their missiles in Cuba.	7364	1962 November 1
26	First appearance of comic book antihero Diabolik in Italy.	7365	1962 November 1
41	"Earliest recorded use of the term ""personal computer"" in the report of a speech by computing pioneer John Mauchly in The New York Times."	7366	1962 November 3
35	"Franz Josef Strau??_?_, the West German defense minister, is relieved of his duties over the Spiegel scandal, due to his alleged involvement in police action against the magazine."	7367	1962 November 5
11	"Saudi Arabia breaks off diplomatic relations with Egypt, following a period of unrest partly caused by the defection of several Saudi princes to Egypt."	7368	1962 November 5
20	A coal mining disaster in Ny-??_?_lesund killed 21 people. The Norwegian government is forced to resign in the aftermath of this accident in August 1963.	7369	1962 November 5
22	Apartheid: The United Nations General Assembly passes a resolution condemning South Africa's racist apartheid policies and calls for all UN member states to cease military and economic relations with the nation.	7370	1962 November 6
35	"Richard M. Nixon loses the California governor's race. In his concession speech, he states that this is ""Richard Nixon's last press conference"" and ""you won't have Nixon to kick around any more""."	7371	1962 November 7
35	"Dulles International Airport in Washington, D.C., dedicated by President John F. Kennedy."	7372	1962 November 17
18	"Cuban missile crisis: In response to the Soviet Union agreeing to remove its missiles from Cuba, President John F. Kennedy ends the blockade of the island."	7373	1962 November 20
18	The Sino-Indian War ends with a Chinese ceasefire.	7374	1962 November 21
20	"United Airlines Flight 297 crashes in Columbia, Maryland, killing all 17 on board."	7375	1962 November 23
26	"The first episode of the groundbreaking satirical comedy program That Was the Week That Was, hosted by David Frost is broadcast on BBC Television in the U.K."	7376	1962 November 24
41	Spiegel scandal: German police end their occupation of Der Spiegel's offices.	7377	1962 November 26
26	"Mies Bouwman starts presenting the first live TV-marathon fundraising show (Open Het Dorp in the Netherlands), which lasts 23 hours non-stop."	7378	1962 November 26
35	French President Charles De Gaulle orders Georges Pompidou to form a government.	7379	1962 November 27
22	An agreement is signed between Britain and France to develop the Concorde supersonic airliner.	7380	1962 November 29
35	"Vietnam War: After a trip to Vietnam at the request of U.S. President John F. Kennedy, U.S. Senate Majority Leader Mike Mansfield becomes the first American official to make a non-optimistic public comment on the war's progress."	7381	1962 December 2
35	"Rainier III, Prince of Monaco revises the principality's constitution, devolving some of his formerly autocratic power to several advisory and legislative councils."	7382	1962 December 7
33	The first period of the Second Vatican Council closes.	7383	1962 December 8
1	"The North Kalimantan National Army revolts in Brunei, in the first stirrings of the Indonesian Confrontation."	7384	1962 December 8
2	"The 1962??_????63 New York City newspaper strike begins, affecting all of the city's major newspapers; It will last for 114 days."	7385	1962 December 8
35	"Queen Wilhelmina of the Netherlands, who died on November 28, is buried at the Nieuwe Kerk (Delft)."	7386	1962 December 8
31	"Tanganyika (modern-day Tanzania) becomes a republic within the Commonwealth of Nations, with Julius Nyerere as president."	7387	1962 December 9
42	"In West Germany, a coalition government of Christian Democrats, Christian Socialists and Free Democrats is formed."	7388	1962 December 11
41	The last execution by hanging in Canada	7389	1962 December 11
19	"U.S. spacecraft Mariner 2 passes by Venus, becoming the first probe to transmit data successfully from another planet."	7390	1962 December 14
26	"Leonardo da Vinci's early 16th-century painting the Mona Lisa is assessed for insurance purposed at US$100 million before touring the United States for several months, the highest insurance value for a painting in history. However, the Louvre, its owner, chooses to spend the money that would have been spent on the insurance premium on security instead."	7391	1962 December 14
4	"Storm over the North Sea: Belgian pirate radio station Radio Uylenspiegel is knocked off the airwaves, never to operate again."	7392	1962 December 15
11	Britain acknowledged the right of Nyasaland (modern-day Malawi) to secede from the Central African Federation.	7393	1962 December 19
18	Britain agrees to purchase Polaris missiles from the U.S.	7394	1962 December 21
4	"Winter of 1962??_????63 in the United Kingdom: The ""Big Freeze"" begins; there are no frost-free nights until March 5, 1963."	7395	1962 December 22
26	"Telstar (song) by The Tornados becomes the first single by a British Group to reach No.1 on the US charts, predating the first No.1 by The Beatles by thirteen months."	7396	1962 December 22
1	"Cuba releases the last 1,113 participants in the Bay of Pigs Invasion to the U.S., in exchange for food worth $53 million."	7397	1962 December 24
1	United Nations troops occupy the last rebel positions in Katanga; Moise Tshombe moves to South Rhodesia.	7398	1962 December 30
26	"An unexpected storm buries Maine under five feet of snow, forcing the Bangor Daily News to miss a publication date for the only time in history. The same day, also the Netherlands were covered with several feet of snow."	7399	1962 December 30
26	"Osamu Tezuka's Tetsuwan Atomu (Astro Boy), Japan's first serialized animated series based on the popular manga, debuts on Japanese television station Fuji Television."	7400	1963 January 1
26	"Bogle??_????Chandler case: Commonwealth Scientific and Industrial Research Organisation scientist Dr. Gilbert Bogle and Mrs. Margaret Chandler are found dead (presumed poisoned), in bushland near the Lane Cove River, Sydney, Australia."	7401	1963 January 1
1	Vietnam War: The Viet Cong win their first major victory in the Battle of Ap Bac.	7402	1963 January 2
26	"Leonardo da Vinci's Mona Lisa is exhibited in the United States for the first time, at the National Gallery of Art in Washington, D.C."	7403	1963 January 8
35	"George Wallace becomes governor of Alabama. In his inaugural speech, he defiantly proclaims ""segregation now, segregation tomorrow, and segregation forever!"""	7404	1963 January 14
26	"The steam locomotive Flying Scotsman (British Railways No. 60103) makes its last scheduled run, before going into the hands of Alan Pegler for preservation."	7405	1963 January 14
